User ID,Video ID,Content Type,Video Length,Total Video views,Total Watchtime,Mid role ads,Charges of Midrole Ads per 1000 views,Revenue Generated by the video,User's Share,Our Share,,
USR8691,VIDID-12-2025-18841,Technology,0:12:00,2072062,414412:24:00,2, ? 500.00 ," ? 2,072,062.00 "," ? 1,554,046.50 "," ? 518,015.50 ",,
USR25043,VIDID-12-2025-70633,Gaming,1:00:00,2817271,2817271:00:00,8, ? 100.00 ," ? 2,253,816.80 "," ? 1,690,362.60 "," ? 563,454.20 ",,
USR17595,VIDID-12-2025-25511,Political,0:20:00,996500,332166:40:00,3, ? 50.00 ," ? 149,475.00 "," ? 112,106.25 "," ? 37,368.75 ",,
USR33084,VIDID-12-2025-84736,ASMR,0:20:00,7419419,2473139:40:00,3, ? 150.00 ," ? 3,338,738.55 "," ? 2,504,053.91 "," ? 834,684.64 ",,
USR19337,VIDID-12-2025-69294,Gaming,1:00:00,8751187,8751187:00:00,8, ? 100.00 ," ? 7,000,949.60 "," ? 5,250,712.20 "," ? 1,750,237.40 ",,
USR92184,VIDID-12-2025-26030,Cooking,0:10:00,5866812,977802:00:00,1, ? 300.00 ," ? 1,760,043.60 "," ? 1,320,032.70 "," ? 440,010.90 ",,
USR96637,VIDID-12-2025-9381,Life Style,0:22:00,1921124,704412:08:00,3, ? 250.00 ," ? 1,440,843.00 "," ? 1,080,632.25 "," ? 360,210.75 ",,
USR57577,VIDID-12-2025-53218,Educational,0:35:00,9452605,5514019:35:00,4, ? 200.00 ," ? 7,562,084.00 "," ? 5,671,563.00 "," ? 1,890,521.00 ",,
USR36,VIDID-12-2025-68141,Technology,0:12:00,2148947,429789:24:00,2, ? 500.00 ," ? 2,148,947.00 "," ? 1,611,710.25 "," ? 537,236.75 ",,
USR52347,VIDID-12-2025-20072,Cooking,0:10:00,7564802,1260800:20:00,1, ? 300.00 ," ? 2,269,440.60 "," ? 1,702,080.45 "," ? 567,360.15 ",,
USR67757,VIDID-12-2025-59816,Entertainment,0:15:00,2762431,690607:45:00,2, ? 350.00 ," ? 1,933,701.70 "," ? 1,450,276.28 "," ? 483,425.43 ",,
USR73622,VIDID-12-2025-31893,Entertainment,0:15:00,1621613,405403:15:00,2, ? 350.00 ," ? 1,135,129.10 "," ? 851,346.83 "," ? 283,782.28 ",,
USR42822,VIDID-12-2025-31129,Gaming,1:00:00,1731741,1731741:00:00,8, ? 100.00 ," ? 1,385,392.80 "," ? 1,039,044.60 "," ? 346,348.20 ",,
USR91517,VIDID-12-2025-55265,Entertainment,0:15:00,9507113,2376778:15:00,2, ? 350.00 ," ? 6,654,979.10 "," ? 4,991,234.33 "," ? 1,663,744.78 ",,
USR99049,VIDID-12-2025-59577,Technology,0:12:00,5169232,1033846:24:00,2, ? 500.00 ," ? 5,169,232.00 "," ? 3,876,924.00 "," ? 1,292,308.00 ",,
USR63612,VIDID-12-2025-21140,News,0:25:00,9909166,4128819:10:00,3, ? 400.00 ," ? 11,890,999.20 "," ? 8,918,249.40 "," ? 2,972,749.80 ",,
USR49452,VIDID-12-2025-56615,News,0:25:00,9033150,3763812:30:00,3, ? 400.00 ," ? 10,839,780.00 "," ? 8,129,835.00 "," ? 2,709,945.00 ",,
USR2,VIDID-12-2025-12620,Political,0:20:00,8419010,2806336:40:00,3, ? 50.00 ," ? 1,262,851.50 "," ? 947,138.63 "," ? 315,712.88 ",,
USR27498,VIDID-12-2025-86072,Gaming,1:00:00,5614006,5614006:00:00,8, ? 100.00 ," ? 4,491,204.80 "," ? 3,368,403.60 "," ? 1,122,801.20 ",,
USR80032,VIDID-12-2025-99160,Gaming,1:00:00,5433537,5433537:00:00,8, ? 100.00 ," ? 4,346,829.60 "," ? 3,260,122.20 "," ? 1,086,707.40 ",,
USR97279,VIDID-12-2025-57883,Entertainment,0:15:00,7370088,1842522:00:00,2, ? 350.00 ," ? 5,159,061.60 "," ? 3,869,296.20 "," ? 1,289,765.40 ",,
USR97239,VIDID-12-2025-86438,Entertainment,0:15:00,9129846,2282461:30:00,2, ? 350.00 ," ? 6,390,892.20 "," ? 4,793,169.15 "," ? 1,597,723.05 ",,
USR21538,VIDID-12-2025-89269,Entertainment,0:15:00,6633351,1658337:45:00,2, ? 350.00 ," ? 4,643,345.70 "," ? 3,482,509.28 "," ? 1,160,836.43 ",,
USR57814,VIDID-12-2025-51095,Political,0:20:00,8095470,2698490:00:00,3, ? 50.00 ," ? 1,214,320.50 "," ? 910,740.38 "," ? 303,580.13 ",,
USR3222,VIDID-12-2025-34609,Cooking,0:10:00,714359,119059:50:00,1, ? 300.00 ," ? 214,307.70 "," ? 160,730.78 "," ? 53,576.93 ",,
USR58137,VIDID-12-2025-63631,News,0:25:00,7921341,3300558:45:00,3, ? 400.00 ," ? 9,505,609.20 "," ? 7,129,206.90 "," ? 2,376,402.30 ",,
USR88855,VIDID-12-2025-15279,Life Style,0:22:00,4686821,1718501:02:00,3, ? 250.00 ," ? 3,515,115.75 "," ? 2,636,336.81 "," ? 878,778.94 ",,
USR45304,VIDID-12-2025-71349,Technology,0:12:00,7040770,1408154:00:00,2, ? 500.00 ," ? 7,040,770.00 "," ? 5,280,577.50 "," ? 1,760,192.50 ",,
USR24505,VIDID-12-2025-91569,Technology,0:12:00,9672304,1934460:48:00,2, ? 500.00 ," ? 9,672,304.00 "," ? 7,254,228.00 "," ? 2,418,076.00 ",,
USR60859,VIDID-12-2025-32268,Life Style,0:22:00,9149823,3354935:06:00,3, ? 250.00 ," ? 6,862,367.25 "," ? 5,146,775.44 "," ? 1,715,591.81 ",,
USR96901,VIDID-12-2025-56781,Cooking,0:10:00,4610086,768347:40:00,1, ? 300.00 ," ? 1,383,025.80 "," ? 1,037,269.35 "," ? 345,756.45 ",,
USR967,VIDID-12-2025-35148,Gaming,1:00:00,203875,203875:00:00,8, ? 100.00 ," ? 163,100.00 "," ? 122,325.00 "," ? 40,775.00 ",,
USR63643,VIDID-12-2025-44675,Entertainment,0:15:00,2759022,689755:30:00,2, ? 350.00 ," ? 1,931,315.40 "," ? 1,448,486.55 "," ? 482,828.85 ",,
USR55734,VIDID-12-2025-63580,Entertainment,0:15:00,4406131,1101532:45:00,2, ? 350.00 ," ? 3,084,291.70 "," ? 2,313,218.78 "," ? 771,072.93 ",,
USR12044,VIDID-12-2025-32267,Cooking,0:10:00,7352112,1225352:00:00,1, ? 300.00 ," ? 2,205,633.60 "," ? 1,654,225.20 "," ? 551,408.40 ",,
USR12912,VIDID-12-2025-59310,News,0:25:00,4651124,1937968:20:00,3, ? 400.00 ," ? 5,581,348.80 "," ? 4,186,011.60 "," ? 1,395,337.20 ",,
USR65843,VIDID-12-2025-30268,Gaming,1:00:00,2177721,2177721:00:00,8, ? 100.00 ," ? 1,742,176.80 "," ? 1,306,632.60 "," ? 435,544.20 ",,
USR34006,VIDID-12-2025-36457,Life Style,0:22:00,7319578,2683845:16:00,3, ? 250.00 ," ? 5,489,683.50 "," ? 4,117,262.63 "," ? 1,372,420.88 ",,
USR74006,VIDID-12-2025-79216,Gaming,1:00:00,241913,241913:00:00,8, ? 100.00 ," ? 193,530.40 "," ? 145,147.80 "," ? 48,382.60 ",,
USR54945,VIDID-12-2025-37633,Educational,0:35:00,9386017,5475176:35:00,4, ? 200.00 ," ? 7,508,813.60 "," ? 5,631,610.20 "," ? 1,877,203.40 ",,
USR15757,VIDID-12-2025-96517,Cooking,0:10:00,3464083,577347:10:00,1, ? 300.00 ," ? 1,039,224.90 "," ? 779,418.68 "," ? 259,806.23 ",,
USR12964,VIDID-12-2025-43591,Political,0:20:00,8835163,2945054:20:00,3, ? 50.00 ," ? 1,325,274.45 "," ? 993,955.84 "," ? 331,318.61 ",,
USR80845,VIDID-12-2025-56175,News,0:25:00,9500315,3958464:35:00,3, ? 400.00 ," ? 11,400,378.00 "," ? 8,550,283.50 "," ? 2,850,094.50 ",,
USR16017,VIDID-12-2025-14151,Gaming,1:00:00,3344958,3344958:00:00,8, ? 100.00 ," ? 2,675,966.40 "," ? 2,006,974.80 "," ? 668,991.60 ",,
USR90122,VIDID-12-2025-62500,Life Style,0:22:00,8444245,3096223:10:00,3, ? 250.00 ," ? 6,333,183.75 "," ? 4,749,887.81 "," ? 1,583,295.94 ",,
USR4555,VIDID-12-2025-28848,Technology,0:12:00,7326495,1465299:00:00,2, ? 500.00 ," ? 7,326,495.00 "," ? 5,494,871.25 "," ? 1,831,623.75 ",,
USR3347,VIDID-12-2025-68973,Cooking,0:10:00,8826162,1471027:00:00,1, ? 300.00 ," ? 2,647,848.60 "," ? 1,985,886.45 "," ? 661,962.15 ",,
USR62916,VIDID-12-2025-10977,Political,0:20:00,4828823,1609607:40:00,3, ? 50.00 ," ? 724,323.45 "," ? 543,242.59 "," ? 181,080.86 ",,
USR86348,VIDID-12-2025-90697,News,0:25:00,2316260,965108:20:00,3, ? 400.00 ," ? 2,779,512.00 "," ? 2,084,634.00 "," ? 694,878.00 ",,
USR20325,VIDID-12-2025-97604,Political,0:20:00,8672582,2890860:40:00,3, ? 50.00 ," ? 1,300,887.30 "," ? 975,665.48 "," ? 325,221.83 ",,
USR91710,VIDID-12-2025-26727,Technology,0:12:00,5286516,1057303:12:00,2, ? 500.00 ," ? 5,286,516.00 "," ? 3,964,887.00 "," ? 1,321,629.00 ",,
USR27922,VIDID-12-2025-14262,Entertainment,0:15:00,5747965,1436991:15:00,2, ? 350.00 ," ? 4,023,575.50 "," ? 3,017,681.63 "," ? 1,005,893.88 ",,
USR62368,VIDID-12-2025-63851,News,0:25:00,373419,155591:15:00,3, ? 400.00 ," ? 448,102.80 "," ? 336,077.10 "," ? 112,025.70 ",,
USR48610,VIDID-12-2025-26983,Technology,0:12:00,5893652,1178730:24:00,2, ? 500.00 ," ? 5,893,652.00 "," ? 4,420,239.00 "," ? 1,473,413.00 ",,
USR88838,VIDID-12-2025-7924,Technology,0:12:00,8691662,1738332:24:00,2, ? 500.00 ," ? 8,691,662.00 "," ? 6,518,746.50 "," ? 2,172,915.50 ",,
USR52109,VIDID-12-2025-5410,Technology,0:12:00,9461524,1892304:48:00,2, ? 500.00 ," ? 9,461,524.00 "," ? 7,096,143.00 "," ? 2,365,381.00 ",,
USR10169,VIDID-12-2025-1592,Educational,0:35:00,7342733,4283260:55:00,4, ? 200.00 ," ? 5,874,186.40 "," ? 4,405,639.80 "," ? 1,468,546.60 ",,
USR96715,VIDID-12-2025-33687,Life Style,0:22:00,8512255,3121160:10:00,3, ? 250.00 ," ? 6,384,191.25 "," ? 4,788,143.44 "," ? 1,596,047.81 ",,
USR80208,VIDID-12-2025-84878,Cooking,0:10:00,4902841,817140:10:00,1, ? 300.00 ," ? 1,470,852.30 "," ? 1,103,139.23 "," ? 367,713.08 ",,
USR65924,VIDID-12-2025-48111,Political,0:20:00,3765155,1255051:40:00,3, ? 50.00 ," ? 564,773.25 "," ? 423,579.94 "," ? 141,193.31 ",,
USR42111,VIDID-12-2025-39391,Educational,0:35:00,5578907,3254362:25:00,4, ? 200.00 ," ? 4,463,125.60 "," ? 3,347,344.20 "," ? 1,115,781.40 ",,
USR19328,VIDID-12-2025-63727,Entertainment,0:15:00,6410420,1602605:00:00,2, ? 350.00 ," ? 4,487,294.00 "," ? 3,365,470.50 "," ? 1,121,823.50 ",,
USR16962,VIDID-12-2025-32295,Gaming,1:00:00,4111690,4111690:00:00,8, ? 100.00 ," ? 3,289,352.00 "," ? 2,467,014.00 "," ? 822,338.00 ",,
USR54654,VIDID-12-2025-58064,Cooking,0:10:00,9950676,1658446:00:00,1, ? 300.00 ," ? 2,985,202.80 "," ? 2,238,902.10 "," ? 746,300.70 ",,
USR58685,VIDID-12-2025-67279,Technology,0:12:00,6281142,1256228:24:00,2, ? 500.00 ," ? 6,281,142.00 "," ? 4,710,856.50 "," ? 1,570,285.50 ",,
USR31186,VIDID-12-2025-96591,ASMR,0:20:00,1080386,360128:40:00,3, ? 150.00 ," ? 486,173.70 "," ? 364,630.28 "," ? 121,543.43 ",,
USR32050,VIDID-12-2025-864,Cooking,0:10:00,3779786,629964:20:00,1, ? 300.00 ," ? 1,133,935.80 "," ? 850,451.85 "," ? 283,483.95 ",,
USR90011,VIDID-12-2025-73170,Political,0:20:00,2342981,780993:40:00,3, ? 50.00 ," ? 351,447.15 "," ? 263,585.36 "," ? 87,861.79 ",,
USR20970,VIDID-12-2025-59972,Cooking,0:10:00,6086550,1014425:00:00,1, ? 300.00 ," ? 1,825,965.00 "," ? 1,369,473.75 "," ? 456,491.25 ",,
USR38826,VIDID-12-2025-99983,Life Style,0:22:00,1977008,724902:56:00,3, ? 250.00 ," ? 1,482,756.00 "," ? 1,112,067.00 "," ? 370,689.00 ",,
USR45796,VIDID-12-2025-96778,Technology,0:12:00,8746351,1749270:12:00,2, ? 500.00 ," ? 8,746,351.00 "," ? 6,559,763.25 "," ? 2,186,587.75 ",,
USR92575,VIDID-12-2025-25633,Entertainment,0:15:00,9669177,2417294:15:00,2, ? 350.00 ," ? 6,768,423.90 "," ? 5,076,317.93 "," ? 1,692,105.98 ",,
USR34885,VIDID-12-2025-46330,Cooking,0:10:00,7968515,1328085:50:00,1, ? 300.00 ," ? 2,390,554.50 "," ? 1,792,915.88 "," ? 597,638.63 ",,
USR25436,VIDID-12-2025-85018,ASMR,0:20:00,3171030,1057010:00:00,3, ? 150.00 ," ? 1,426,963.50 "," ? 1,070,222.63 "," ? 356,740.88 ",,
USR768,VIDID-12-2025-35806,Life Style,0:22:00,3671272,1346133:04:00,3, ? 250.00 ," ? 2,753,454.00 "," ? 2,065,090.50 "," ? 688,363.50 ",,
USR92779,VIDID-12-2025-33593,ASMR,0:20:00,8146388,2715462:40:00,3, ? 150.00 ," ? 3,665,874.60 "," ? 2,749,405.95 "," ? 916,468.65 ",,
USR75464,VIDID-12-2025-85951,Educational,0:35:00,5610412,3272740:20:00,4, ? 200.00 ," ? 4,488,329.60 "," ? 3,366,247.20 "," ? 1,122,082.40 ",,
USR77040,VIDID-12-2025-1195,Technology,0:12:00,1627485,325497:00:00,2, ? 500.00 ," ? 1,627,485.00 "," ? 1,220,613.75 "," ? 406,871.25 ",,
USR2820,VIDID-12-2025-23683,Cooking,0:10:00,865500,144250:00:00,1, ? 300.00 ," ? 259,650.00 "," ? 194,737.50 "," ? 64,912.50 ",,
USR96213,VIDID-12-2025-17704,Life Style,0:22:00,2109614,773525:08:00,3, ? 250.00 ," ? 1,582,210.50 "," ? 1,186,657.88 "," ? 395,552.63 ",,
USR18938,VIDID-12-2025-85175,Technology,0:12:00,6946776,1389355:12:00,2, ? 500.00 ," ? 6,946,776.00 "," ? 5,210,082.00 "," ? 1,736,694.00 ",,
USR45019,VIDID-12-2025-66047,Entertainment,0:15:00,1478860,369715:00:00,2, ? 350.00 ," ? 1,035,202.00 "," ? 776,401.50 "," ? 258,800.50 ",,
USR45964,VIDID-12-2025-103,Life Style,0:22:00,5184061,1900822:22:00,3, ? 250.00 ," ? 3,888,045.75 "," ? 2,916,034.31 "," ? 972,011.44 ",,
USR47696,VIDID-12-2025-16679,Life Style,0:22:00,2427021,889907:42:00,3, ? 250.00 ," ? 1,820,265.75 "," ? 1,365,199.31 "," ? 455,066.44 ",,
USR47758,VIDID-12-2025-37421,News,0:25:00,4782741,1992808:45:00,3, ? 400.00 ," ? 5,739,289.20 "," ? 4,304,466.90 "," ? 1,434,822.30 ",,
USR89122,VIDID-12-2025-41085,Entertainment,0:15:00,8406943,2101735:45:00,2, ? 350.00 ," ? 5,884,860.10 "," ? 4,413,645.08 "," ? 1,471,215.03 ",,
USR66109,VIDID-12-2025-92469,News,0:25:00,6498199,2707582:55:00,3, ? 400.00 ," ? 7,797,838.80 "," ? 5,848,379.10 "," ? 1,949,459.70 ",,
USR81576,VIDID-12-2025-2694,Gaming,1:00:00,2932263,2932263:00:00,8, ? 100.00 ," ? 2,345,810.40 "," ? 1,759,357.80 "," ? 586,452.60 ",,
USR82044,VIDID-12-2025-50144,Political,0:20:00,6955332,2318444:00:00,3, ? 50.00 ," ? 1,043,299.80 "," ? 782,474.85 "," ? 260,824.95 ",,
USR64717,VIDID-12-2025-25750,Life Style,0:22:00,3228405,1183748:30:00,3, ? 250.00 ," ? 2,421,303.75 "," ? 1,815,977.81 "," ? 605,325.94 ",,
USR23214,VIDID-12-2025-29512,Gaming,1:00:00,6569332,6569332:00:00,8, ? 100.00 ," ? 5,255,465.60 "," ? 3,941,599.20 "," ? 1,313,866.40 ",,
USR38363,VIDID-12-2025-84303,ASMR,0:20:00,7991253,2663751:00:00,3, ? 150.00 ," ? 3,596,063.85 "," ? 2,697,047.89 "," ? 899,015.96 ",,
USR40917,VIDID-12-2025-3616,News,0:25:00,7653676,3189031:40:00,3, ? 400.00 ," ? 9,184,411.20 "," ? 6,888,308.40 "," ? 2,296,102.80 ",,
USR92436,VIDID-12-2025-56602,Gaming,1:00:00,6653330,6653330:00:00,8, ? 100.00 ," ? 5,322,664.00 "," ? 3,991,998.00 "," ? 1,330,666.00 ",,
USR54489,VIDID-12-2025-28837,Technology,0:12:00,3513263,702652:36:00,2, ? 500.00 ," ? 3,513,263.00 "," ? 2,634,947.25 "," ? 878,315.75 ",,
USR80788,VIDID-12-2025-87380,Political,0:20:00,9573194,3191064:40:00,3, ? 50.00 ," ? 1,435,979.10 "," ? 1,076,984.33 "," ? 358,994.78 ",,
USR15793,VIDID-12-2025-5389,ASMR,0:20:00,2876467,958822:20:00,3, ? 150.00 ," ? 1,294,410.15 "," ? 970,807.61 "," ? 323,602.54 ",,
USR92972,VIDID-12-2025-28309,Cooking,0:10:00,7112884,1185480:40:00,1, ? 300.00 ," ? 2,133,865.20 "," ? 1,600,398.90 "," ? 533,466.30 ",,
USR7123,VIDID-12-2025-73785,Educational,0:35:00,3998134,2332244:50:00,4, ? 200.00 ," ? 3,198,507.20 "," ? 2,398,880.40 "," ? 799,626.80 ",,
USR86993,VIDID-12-2025-86687,ASMR,0:20:00,9640295,3213431:40:00,3, ? 150.00 ," ? 4,338,132.75 "," ? 3,253,599.56 "," ? 1,084,533.19 ",,
USR62153,VIDID-12-2025-74317,Cooking,0:10:00,2680653,446775:30:00,1, ? 300.00 ," ? 804,195.90 "," ? 603,146.93 "," ? 201,048.98 ",,
USR15437,VIDID-12-2025-71622,Technology,0:12:00,1974232,394846:24:00,2, ? 500.00 ," ? 1,974,232.00 "," ? 1,480,674.00 "," ? 493,558.00 ",,
USR35960,VIDID-12-2025-4211,Life Style,0:22:00,8383835,3074072:50:00,3, ? 250.00 ," ? 6,287,876.25 "," ? 4,715,907.19 "," ? 1,571,969.06 ",,
USR9420,VIDID-12-2025-66289,Cooking,0:10:00,126667,21111:10:00,1, ? 300.00 ," ? 38,000.10 "," ? 28,500.08 "," ? 9,500.03 ",,
USR87708,VIDID-12-2025-33714,Entertainment,0:15:00,4910023,1227505:45:00,2, ? 350.00 ," ? 3,437,016.10 "," ? 2,577,762.08 "," ? 859,254.03 ",,
USR49911,VIDID-12-2025-20189,Entertainment,0:15:00,686198,171549:30:00,2, ? 350.00 ," ? 480,338.60 "," ? 360,253.95 "," ? 120,084.65 ",,
USR8797,VIDID-12-2025-6626,Political,0:20:00,2495550,831850:00:00,3, ? 50.00 ," ? 374,332.50 "," ? 280,749.38 "," ? 93,583.13 ",,
USR38447,VIDID-12-2025-18067,News,0:25:00,9107671,3794862:55:00,3, ? 400.00 ," ? 10,929,205.20 "," ? 8,196,903.90 "," ? 2,732,301.30 ",,
USR54680,VIDID-12-2025-25139,Life Style,0:22:00,6190676,2269914:32:00,3, ? 250.00 ," ? 4,643,007.00 "," ? 3,482,255.25 "," ? 1,160,751.75 ",,
USR23155,VIDID-12-2025-80853,Entertainment,0:15:00,3136766,784191:30:00,2, ? 350.00 ," ? 2,195,736.20 "," ? 1,646,802.15 "," ? 548,934.05 ",,
USR1495,VIDID-12-2025-59978,ASMR,0:20:00,5047747,1682582:20:00,3, ? 150.00 ," ? 2,271,486.15 "," ? 1,703,614.61 "," ? 567,871.54 ",,
USR72257,VIDID-12-2025-94885,Entertainment,0:15:00,4656765,1164191:15:00,2, ? 350.00 ," ? 3,259,735.50 "," ? 2,444,801.63 "," ? 814,933.88 ",,
USR36284,VIDID-12-2025-40401,News,0:25:00,5178590,2157745:50:00,3, ? 400.00 ," ? 6,214,308.00 "," ? 4,660,731.00 "," ? 1,553,577.00 ",,
USR37656,VIDID-12-2025-85228,ASMR,0:20:00,1818353,606117:40:00,3, ? 150.00 ," ? 818,258.85 "," ? 613,694.14 "," ? 204,564.71 ",,
USR68825,VIDID-12-2025-13979,Gaming,1:00:00,342742,342742:00:00,8, ? 100.00 ," ? 274,193.60 "," ? 205,645.20 "," ? 68,548.40 ",,
USR45061,VIDID-12-2025-7398,Political,0:20:00,5886343,1962114:20:00,3, ? 50.00 ," ? 882,951.45 "," ? 662,213.59 "," ? 220,737.86 ",,
USR86809,VIDID-12-2025-67265,Educational,0:35:00,9058171,5283933:05:00,4, ? 200.00 ," ? 7,246,536.80 "," ? 5,434,902.60 "," ? 1,811,634.20 ",,
USR79519,VIDID-12-2025-17028,Cooking,0:10:00,6093775,1015629:10:00,1, ? 300.00 ," ? 1,828,132.50 "," ? 1,371,099.38 "," ? 457,033.13 ",,
USR39373,VIDID-12-2025-3641,Educational,0:35:00,974816,568642:40:00,4, ? 200.00 ," ? 779,852.80 "," ? 584,889.60 "," ? 194,963.20 ",,
USR94935,VIDID-12-2025-9095,Technology,0:12:00,1080544,216108:48:00,2, ? 500.00 ," ? 1,080,544.00 "," ? 810,408.00 "," ? 270,136.00 ",,
USR45998,VIDID-12-2025-80003,ASMR,0:20:00,4493523,1497841:00:00,3, ? 150.00 ," ? 2,022,085.35 "," ? 1,516,564.01 "," ? 505,521.34 ",,
USR90620,VIDID-12-2025-63142,Technology,0:12:00,7824504,1564900:48:00,2, ? 500.00 ," ? 7,824,504.00 "," ? 5,868,378.00 "," ? 1,956,126.00 ",,
USR97140,VIDID-12-2025-79670,Political,0:20:00,944154,314718:00:00,3, ? 50.00 ," ? 141,623.10 "," ? 106,217.33 "," ? 35,405.78 ",,
USR89077,VIDID-12-2025-42005,Cooking,0:10:00,6319690,1053281:40:00,1, ? 300.00 ," ? 1,895,907.00 "," ? 1,421,930.25 "," ? 473,976.75 ",,
USR26070,VIDID-12-2025-62590,Gaming,1:00:00,3286388,3286388:00:00,8, ? 100.00 ," ? 2,629,110.40 "," ? 1,971,832.80 "," ? 657,277.60 ",,
USR69253,VIDID-12-2025-76515,Technology,0:12:00,679668,135933:36:00,2, ? 500.00 ," ? 679,668.00 "," ? 509,751.00 "," ? 169,917.00 ",,
USR80928,VIDID-12-2025-38876,ASMR,0:20:00,7550881,2516960:20:00,3, ? 150.00 ," ? 3,397,896.45 "," ? 2,548,422.34 "," ? 849,474.11 ",,
USR13103,VIDID-12-2025-82912,Cooking,0:10:00,9179069,1529844:50:00,1, ? 300.00 ," ? 2,753,720.70 "," ? 2,065,290.53 "," ? 688,430.18 ",,
USR84912,VIDID-12-2025-87848,Political,0:20:00,2008130,669376:40:00,3, ? 50.00 ," ? 301,219.50 "," ? 225,914.63 "," ? 75,304.88 ",,
USR24219,VIDID-12-2025-27256,Gaming,1:00:00,5174426,5174426:00:00,8, ? 100.00 ," ? 4,139,540.80 "," ? 3,104,655.60 "," ? 1,034,885.20 ",,
USR41945,VIDID-12-2025-1440,Gaming,1:00:00,7293862,7293862:00:00,8, ? 100.00 ," ? 5,835,089.60 "," ? 4,376,317.20 "," ? 1,458,772.40 ",,
USR7774,VIDID-12-2025-5903,Entertainment,0:15:00,3570152,892538:00:00,2, ? 350.00 ," ? 2,499,106.40 "," ? 1,874,329.80 "," ? 624,776.60 ",,
USR47836,VIDID-12-2025-77739,ASMR,0:20:00,8310948,2770316:00:00,3, ? 150.00 ," ? 3,739,926.60 "," ? 2,804,944.95 "," ? 934,981.65 ",,
USR66878,VIDID-12-2025-89774,ASMR,0:20:00,9515222,3171740:40:00,3, ? 150.00 ," ? 4,281,849.90 "," ? 3,211,387.43 "," ? 1,070,462.48 ",,
USR43611,VIDID-12-2025-26326,Gaming,1:00:00,9102044,9102044:00:00,8, ? 100.00 ," ? 7,281,635.20 "," ? 5,461,226.40 "," ? 1,820,408.80 ",,
USR44596,VIDID-12-2025-62788,ASMR,0:20:00,603514,201171:20:00,3, ? 150.00 ," ? 271,581.30 "," ? 203,685.98 "," ? 67,895.33 ",,
USR37678,VIDID-12-2025-26848,Life Style,0:22:00,1636258,599961:16:00,3, ? 250.00 ," ? 1,227,193.50 "," ? 920,395.13 "," ? 306,798.38 ",,
USR20430,VIDID-12-2025-16690,News,0:25:00,7624659,3176941:15:00,3, ? 400.00 ," ? 9,149,590.80 "," ? 6,862,193.10 "," ? 2,287,397.70 ",,
USR64879,VIDID-12-2025-67528,Entertainment,0:15:00,4435357,1108839:15:00,2, ? 350.00 ," ? 3,104,749.90 "," ? 2,328,562.43 "," ? 776,187.48 ",,
USR60945,VIDID-12-2025-45362,Gaming,1:00:00,2820084,2820084:00:00,8, ? 100.00 ," ? 2,256,067.20 "," ? 1,692,050.40 "," ? 564,016.80 ",,
USR99732,VIDID-12-2025-61702,ASMR,0:20:00,3206955,1068985:00:00,3, ? 150.00 ," ? 1,443,129.75 "," ? 1,082,347.31 "," ? 360,782.44 ",,
USR34397,VIDID-12-2025-44937,News,0:25:00,6304314,2626797:30:00,3, ? 400.00 ," ? 7,565,176.80 "," ? 5,673,882.60 "," ? 1,891,294.20 ",,
USR15376,VIDID-12-2025-11650,Life Style,0:22:00,8056133,2953915:26:00,3, ? 250.00 ," ? 6,042,099.75 "," ? 4,531,574.81 "," ? 1,510,524.94 ",,
USR85771,VIDID-12-2025-33445,Gaming,1:00:00,369984,369984:00:00,8, ? 100.00 ," ? 295,987.20 "," ? 221,990.40 "," ? 73,996.80 ",,
USR93792,VIDID-12-2025-97987,ASMR,0:20:00,3687793,1229264:20:00,3, ? 150.00 ," ? 1,659,506.85 "," ? 1,244,630.14 "," ? 414,876.71 ",,
USR76528,VIDID-12-2025-90661,Educational,0:35:00,7811497,4556706:35:00,4, ? 200.00 ," ? 6,249,197.60 "," ? 4,686,898.20 "," ? 1,562,299.40 ",,
USR91475,VIDID-12-2025-91605,Technology,0:12:00,2633213,526642:36:00,2, ? 500.00 ," ? 2,633,213.00 "," ? 1,974,909.75 "," ? 658,303.25 ",,
USR7776,VIDID-12-2025-80588,Cooking,0:10:00,5412233,902038:50:00,1, ? 300.00 ," ? 1,623,669.90 "," ? 1,217,752.43 "," ? 405,917.48 ",,
USR9635,VIDID-12-2025-45510,Technology,0:12:00,5199311,1039862:12:00,2, ? 500.00 ," ? 5,199,311.00 "," ? 3,899,483.25 "," ? 1,299,827.75 ",,
USR72201,VIDID-12-2025-78536,Educational,0:35:00,8856303,5166176:45:00,4, ? 200.00 ," ? 7,085,042.40 "," ? 5,313,781.80 "," ? 1,771,260.60 ",,
USR71635,VIDID-12-2025-4366,Political,0:20:00,3985361,1328453:40:00,3, ? 50.00 ," ? 597,804.15 "," ? 448,353.11 "," ? 149,451.04 ",,
USR48306,VIDID-12-2025-55474,Cooking,0:10:00,835457,139242:50:00,1, ? 300.00 ," ? 250,637.10 "," ? 187,977.83 "," ? 62,659.28 ",,
USR39448,VIDID-12-2025-96090,Technology,0:12:00,6036237,1207247:24:00,2, ? 500.00 ," ? 6,036,237.00 "," ? 4,527,177.75 "," ? 1,509,059.25 ",,
USR92765,VIDID-12-2025-22464,Educational,0:35:00,8054349,4698370:15:00,4, ? 200.00 ," ? 6,443,479.20 "," ? 4,832,609.40 "," ? 1,610,869.80 ",,
